Company Name, ,Class 10 Percentage,Class 12 Percentage,Graduation Percentage,Degree,Additional Qualifications,Extra Courses,Specialisation,Languages Known,Skills,Past Experience (months),Preferred Work Location,Achievements,Projects,Competitions,Publications,Patents,Internship Stipend (?/month),Internship Duration (months),Department,Internship Type,Contact Email,Contact Phone,Application Deadline
BA CONTINUUM INDIA PRIVATE LIMITED,"Visakhapatnam, Andhra Pradesh",62,77.26,88.56,B.E.,Cisco CCNA,AWS Fundamentals; Advanced Excel,Biotechnology,Malayalam,Marketing; Java; Communication; Python; HTML/CSS,0,"Ahmedabad, Gujarat",No notable achievements,Supply chain dashboard; Customer segmentation analysis,Coding Contest Top 10,Whitepaper on Supply Chain,Patent on Process Optimization,7809,11,Engineering,Hybrid,zrao@baral.org,1289830624,2025-10-27
COCA COLA INDIA PRIVATE LIMITED,"Mumbai, Maharashtra",90,97.94,73.39,BBA,Financial Modeling Certificate,None,Chemical,Oriya; Punjabi,JavaScript; Sales; HTML/CSS,0,"Bhopal, Madhya Pradesh",No notable achievements,E-commerce recommendation engine,Business Plan Runner-up,Whitepaper on Supply Chain,Patent on Sensor Design,34271,5,HR,Remote,vivaan18@sarna.com,7263808977,2025-11-17
ENGINEERS INDIA LIMITED,"Ahmedabad, Gujarat",86,72.84,72.64,B.Sc.,None,IBM: Data Analyst,Chemical,Kannada,Python; Customer Service; JavaScript; Tableau; Power BI,0,"Kolkata, West Bengal",Developed a forecasting model,Chatbot for FAQs; Energy consumption optimization project,Design Challenge Participant,Journal article on Renewable Energy,Patent pending on Algorithm,25045,6,Finance,Onsite,lalmisha@gera.com,93277787,2025-11-15
GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LIMITED,"Thiruvananthapuram, Kerala",80,93.15,57.19,B.Tech,None,None,Biotechnology,Tamil; Bengali,Java; JavaScript; Customer Service; R; Tableau,0,"Chennai, Tamil Nadu",Internship at local startup,Customer segmentation analysis; Supply chain dashboard,Case Study Competition,No publications,Patent on Process Optimization,14318,9,Engineering,Remote,vwarrior@varughese.com,2051411323,2025-11-29
MOIL LIMITED,"Lucknow, Uttar Pradesh",93,59.96,83.03,B.Sc.,Financial Modeling Certificate,,Marketing,Malayalam,Communication; Power BI; HTML/CSS; JavaScript,12,"Bhopal, Madhya Pradesh",Published a project report,Customer segmentation analysis; Supply chain dashboard,Case Study Competition,Whitepaper on Supply Chain,Patent on Process Optimization,7180,11,Consulting,Hybrid,miraanbora@kar-randhawa.biz,7269306738,2026-02-26
HDFC LIFE INSURANCE COMPANY LIMITED,"Gurugram, Haryana",88,57.76,81.95,BBA,Lean Six Sigma Yellow Belt,None,Chemical,English,SQL; JavaScript; HTML/CSS,6,"Visakhapatnam, Andhra Pradesh",Published a project report,Sales forecasting model,Coding Contest Top 10,Conference Paper on ML,Patent on Sensor Design,24541,11,Finance,Hybrid,nitararamachandran@shukla.com,9092698977,2025-10-15
THE RAMCO CEMENTS LIMITED,"Jaipur, Rajasthan",69,99.61,81.08,B.Com,None,NPTEL: Machine Learning; Advanced Excel,Data Science,Bengali; Hindi; Tamil,Marketing; Data Analysis; Tableau,0,"Thiruvananthapuram, Kerala",No notable achievements,NLP sentiment analysis on reviews,None,Magazine article on Finance,Patent on Process Optimization,23733,2,Marketing,Hybrid,karrhea@dash-grover.com,24221293,2025-11-27
GUJARAT GAS LIMITED,"Jaipur, Rajasthan",0,56.29,67.82,B.Sc.,Cisco CCNA,,Computer Science,Telugu; Tamil,Problem Solving; Java; JavaScript; MS Excel; R,0,"Pune, Maharashtra",No notable achievements,Energy consumption optimization project,None,Conference Paper on ML,Patent on Sensor Design,23254,3,Design,Hybrid,pbava@dara.info,2789584386,2026-01-15
PROCTER & GAMBLE HYGIENE AND HEALTH CARE LIMITED,"Bhopal, Madhya Pradesh",82,77.8,89.21,B.Com,Lean Six Sigma Yellow Belt,Udemy: Web Development,Computer Science,Telugu; Malayalam; Kannada,SQL; Power BI; Communication; Java; MS Excel,0,"Visakhapatnam, Andhra Pradesh",Internship at local startup,E-commerce recommendation engine; IoT based monitoring system,Business Plan Runner-up,Magazine article on Finance,Patent on Process Optimization,30210,2,Consulting,Hybrid,qsuresh@vaidya.com,43037244,2025-11-14
DCM SHRIRAM LIMITED,"Kolkata, West Bengal",84,59.4,68.67,Bsc.,Cisco CCNA,None,Chemical,Marathi; Telugu; Hindi,Marketing; Tableau,0,"Jaipur, Rajasthan",Won college hackathon,Supply chain dashboard,Math Olympiad State Level,Journal article on Renewable Energy,No patents,26246,11,HR,Remote,himmat45@ratti-bala.com,8546489611,2025-10-22
L&T TECHNOLOGY SERVICES LIMITED,"Pune, Maharashtra",84,87.51,54.56,B.A.,Oracle Certified,SAP Basics,Biotechnology,Punjabi,Marketing; Python; HTML/CSS; Power BI,0,"Bhopal, Madhya Pradesh",Won college hackathon,NLP sentiment analysis on reviews; Energy consumption optimization project,Coding Contest Top 10,Magazine article on Finance,Patent on Sensor Design,5737,4,Consulting,Onsite,tarinisachdeva@maharaj.net,1860455872,2025-12-06
ORACLE INDIA PRIVATE LIMITED,"New Delhi, Delhi",66,98.78,89.34,B.A.,Cisco CCNA,IBM: Data Analyst; Udemy: Web Development,Computer Science,Marathi; Oriya,Data Analysis; HTML/CSS,0,"Kolkata, West Bengal",Published a project report,Energy consumption optimization project; Chatbot for FAQs,Math Olympiad State Level,Whitepaper on Supply Chain,No patents,11429,2,HR,Remote,tsanghvi@dutt-banik.org,1608141823,2026-01-15
BERGER PAINTS INDIA LIMITED,"Ahmedabad, Gujarat",71,61.17,79.69,B.Com,Financial Modeling Certificate,None,Civil,Malayalam,Java; C++,6,"Kolkata, West Bengal",Internship at local startup,Sales forecasting model,Math Olympiad State Level,Conference Paper on ML,No patents,21238,2,Data Analytics,Onsite,arhaan62@sachdev.com,56686789,2025-11-30
IDFC FIRST BANK LIMITED,"Pune, Maharashtra",69,87.26,76.44,B.A.,Lean Six Sigma Yellow Belt,None,Data Science,English; Malayalam; Hindi,Problem Solving; Python; Sales; Power BI; Communication,0,"New Delhi, Delhi",Developed a forecasting model,Sales forecasting model; Energy consumption optimization project,Hackathon Winner,No publications,No patents,11419,3,HR,Hybrid,prisha19@raj.com,8513272051,2025-10-29
HPCL-MITTAL ENERGY LIMITED,"New Delhi, Delhi",69,62.11,70.39,B.Sc.,Financial Modeling Certificate,Coursera: Data Science,Electrical,Punjabi; Tamil; Bengali,Problem Solving; Sales; HTML/CSS; Python,6,"Hyderabad, Telangana",Published a project report,Energy consumption optimization project; Supply chain dashboard,None,No publications,Patent on Sensor Design,30043,7,Operations,Onsite,eva10@chaudhary.com,86169451,2025-12-29
PNB HOUSING FINANCE LIMITED,"Mumbai, Maharashtra",85,62.34,79.54,B.E.,Financial Modeling Certificate,None,Electrical,Oriya; English,Marketing; Power BI; C++; SQL; Machine Learning,24,"Thiruvananthapuram, Kerala",Published a project report,NLP sentiment analysis on reviews; Energy consumption optimization project,Business Plan Runner-up,Magazine article on Finance,No patents,23411,2,Data Analytics,Remote,pari49@batta.net,6631224234,2025-10-18
TATA CHEMICALS LIMITED,"Noida, Uttar Pradesh",83,61.85,56.33,Bsc.,Financial Modeling Certificate,,Data Science,Hindi; Punjabi,Python; JavaScript,24,"Gurugram, Haryana",Published a project report,NLP sentiment analysis on reviews; Customer segmentation analysis,Business Plan Runner-up,Magazine article on Finance,Patent on Process Optimization,29019,12,Consulting,Remote,sainiarnav@chopra.com,7376587687,2026-01-31
FINOLEX INDUSTRIES LIMITED,"Ahmedabad, Gujarat",85,65.23,66.53,B.Sc.,Lean Six Sigma Yellow Belt,Udemy: Web Development,Chemical,Gujarati; Marathi,Sales; SQL; Tableau; Problem Solving,12,"Gurugram, Haryana",Won college hackathon,IoT based monitoring system; Automated invoice processing,Design Challenge Participant,No publications,Patent on Process Optimization,21437,1,Marketing,Remote,aryauthkarsh@kaur-banerjee.com,2554336338,2026-03-06
GLAND PHARMA LTD,"Thiruvananthapuram, Kerala",85,67.77,80.02,B.A.,Certified Data Analyst,SAP Basics,Computer Science,Gujarati; Telugu,SQL; Tableau; Customer Service; HTML/CSS; Data Analysis,12,"Kolkata, West Bengal",Internship at local startup,Sales forecasting model; IoT based monitoring system,Math Olympiad State Level,Journal article on Renewable Energy,Patent on Process Optimization,16006,10,Operations,Hybrid,cchacko@desai.com,1802656427,2026-01-04
GUJARAT STATE PETRONET LIMITED,"Gurugram, Haryana",98,80.02,87.9,B.Sc.,Oracle Certified,,Finance,Malayalam; Gujarati; Kannada,Power BI; SQL; Machine Learning; Customer Service,24,"Gurugram, Haryana",Developed a forecasting model,E-commerce recommendation engine,Case Study Competition,No publications,Patent on Sensor Design,29570,2,Data Analytics,Remote,jaggialisha@srinivasan.com,1869455646,2026-01-27
WELLS FARGO INTERNATIONAL SOLUTIONS PRIVATE LIMITED,"Lucknow, Uttar Pradesh",97,56.49,85.66,B.Tech,None,,Data Science,Hindi; Tamil; Kannada,JavaScript; Communication,0,"Kolkata, West Bengal",Internship at local startup,Supply chain dashboard,Hackathon Winner,Journal article on Renewable Energy,No patents,31342,2,Design,Hybrid,vsastry@rastogi.com,942331386,2025-12-21
ERICSSON INDIA PRIVATE LIMITED,"Bhopal, Madhya Pradesh",69,98.13,74.26,Diploma,Cisco CCNA,Udemy: Web Development; AWS Fundamentals,Chemical,Marathi; Malayalam; Oriya,SQL; HTML/CSS; Problem Solving,0,"Ahmedabad, Gujarat",Internship at local startup,Automated invoice processing,Math Olympiad State Level,Conference Paper on ML,No patents,33754,9,R&D,Remote,madhav52@bail-yogi.com,5757806248,2026-02-16
HONEYWELL AUTOMATION INDIA LIMITED,"Bhopal, Madhya Pradesh",99,55.31,57.48,B.Sc.,None,Advanced Excel; NPTEL: Machine Learning,Electrical,Telugu; Bengali,Customer Service; MS Excel,0,"Chennai, Tamil Nadu",No notable achievements,Customer segmentation analysis; Supply chain dashboard,Coding Contest Top 10,Whitepaper on Supply Chain,Patent on Process Optimization,28900,1,HR,Hybrid,usetty@mallick-dhaliwal.info,8183151790,2026-02-02
ORISSA METALIKS PRIVATE LIMITED,"Lucknow, Uttar Pradesh",73,71.15,65.39,B.A.,Cisco CCNA,Coursera: Data Science; Advanced Excel,Marketing,Bengali; Malayalam; Marathi,Customer Service; Python,12,"Bengaluru, Karnataka",Developed a forecasting model,Chatbot for FAQs,Design Challenge Participant,Magazine article on Finance,Patent on Sensor Design,20426,5,Consulting,Hybrid,nitya26@bava.com,4472879447,2025-11-21
AMARA RAJA ENERGY & MOBILITY LIMITED,"Bengaluru, Karnataka",96,68.75,88.49,B.Com,Oracle Certified,,Data Science,Malayalam,Tableau; Data Analysis,6,"Thiruvananthapuram, Kerala",Published a project report,Mobile app for local services; NLP sentiment analysis on reviews,None,Conference Paper on ML,Patent on Sensor Design,16799,11,Marketing,Hybrid,shraychoudhary@lata-banerjee.info,4464489631,2026-01-25
DELL INTERNATIONAL SERVICES INDIA PRIVATE LIMITED,"Thiruvananthapuram, Kerala",71,58.03,72.62,Diploma,Lean Six Sigma Yellow Belt,Udemy: Web Development,Electronics,English,Communication; SQL; Tableau; JavaScript,0,"Kolkata, West Bengal",Published a project report,Energy consumption optimization project,Coding Contest Top 10,No publications,Patent pending on Algorithm,31487,7,Engineering,Hybrid,rania08@savant.com,1547576443,2025-11-16
HSBC ELECTRONIC DATA PROCESSING INDIA PRIVATE LIMITED,"Mumbai, Maharashtra",70,97.51,82.4,B.Sc.,Cisco CCNA,Google: Digital Marketing; Coursera: Data Science,Finance,Malayalam; Kannada,Data Analysis; JavaScript,0,"Jaipur, Rajasthan",Published a project report,Energy consumption optimization project,Math Olympiad State Level,Conference Paper on ML,No patents,6620,2,IT,Remote,kamdardivij@soni.com,5508411746,2025-12-01
BHARAT DYNAMICS LIMITED,"Pune, Maharashtra",0,71.69,78.84,B.E.,None,None,Electronics,Tamil,Marketing; Communication; SQL; Sales,12,"Bhopal, Madhya Pradesh",Won college hackathon,Sales forecasting model,Case Study Competition,Magazine article on Finance,Patent on Sensor Design,17028,7,Finance,Remote,nkant@vala-khurana.org,2855724412,2026-02-26
MONDELEZ INDIA FOODS PRIVATE LIMITED,"Hyderabad, Telangana",99,77.81,77.24,B.Com,Cisco CCNA,AWS Fundamentals; SAP Basics,Biotechnology,Hindi,C++; JavaScript; Java; Power BI; Communication,6,"New Delhi, Delhi",Published a project report,Energy consumption optimization project; Sales forecasting model,None,Magazine article on Finance,Patent on Sensor Design,15508,11,R&D,Hybrid,schand@malhotra.com,5724617385,2025-12-27
ATLAS COPCO (INDIA) PRIVATE LIMITED,"Bengaluru, Karnataka",80,57.86,82.31,Diploma,None,IBM: Data Analyst,Mechanical,Kannada; Gujarati; Hindi,R; Java; Data Analysis,0,"Noida, Uttar Pradesh",No notable achievements,NLP sentiment analysis on reviews; Mobile app for local services,Case Study Competition,Conference Paper on ML,Patent on Sensor Design,23478,5,Design,Hybrid,adhillon@dugar.biz,2947435671,2026-01-03
MAHANAGAR GAS LIMITED,"Thiruvananthapuram, Kerala",98,71.51,60.2,B.Com,Oracle Certified,None,Biotechnology,English; Malayalam; Telugu,Problem Solving; Tableau; Sales; Machine Learning,0,"Thiruvananthapuram, Kerala",Developed a forecasting model,E-commerce recommendation engine; NLP sentiment analysis on reviews,Coding Contest Top 10,No publications,Patent on Process Optimization,13547,2,HR,Onsite,renee38@wadhwa-varma.org,2581842354,2025-12-17
COCHIN SHIPYARD LIMITED,"Hyderabad, Telangana",64,77.34,69.22,B.E.,Certified Data Analyst,,Finance,Oriya; Gujarati,Machine Learning; HTML/CSS; Sales; C++; SQL,0,"Mumbai, Maharashtra",Internship at local startup,Mobile app for local services,Design Challenge Participant,Conference Paper on ML,Patent on Process Optimization,6618,10,Consulting,Onsite,dalianehmat@master.com,4715181798,2025-11-15
IPCA LABORATORIES LIMITED,"Visakhapatnam, Andhra Pradesh",62,79.39,76.44,B.Sc.,Financial Modeling Certificate,SAP Basics,Electronics,Marathi; Gujarati; English,HTML/CSS; SQL; Problem Solving; Python,0,"Lucknow, Uttar Pradesh",Internship at local startup,Sales forecasting model,Math Olympiad State Level,Journal article on Renewable Energy,No patents,10557,12,Engineering,Onsite,baradamira@butala.com,5778138120,2026-01-11
THE SUPREME INDUSTRIES LIMITED,"Bhopal, Madhya Pradesh",63,87.97,78.2,B.Tech,Financial Modeling Certificate,None,Biotechnology,Kannada; Hindi,Data Analysis; Marketing; Power BI; R; JavaScript,12,"Hyderabad, Telangana",Developed a forecasting model,Customer segmentation analysis; Mobile app for local services,Hackathon Winner,Magazine article on Finance,Patent on Process Optimization,31071,1,IT,Onsite,hlal@singh-deo.com,5296573377,2025-12-04
PARLE BISCUITS PRIVATE LIMITED,"New Delhi, Delhi",61,97.44,50.15,B.Com,Lean Six Sigma Yellow Belt,AWS Fundamentals,Electrical,Hindi,C++; HTML/CSS; Data Analysis; Java; Sales,0,"Jaipur, Rajasthan",Developed a forecasting model,IoT based monitoring system,Hackathon Winner,Whitepaper on Supply Chain,Patent pending on Algorithm,27333,2,R&D,Onsite,sahil46@choudhary.com,3569839658,2026-02-26
CATERPILLAR INDIA PRIVATE LIMITED,"Jaipur, Rajasthan",87,82.56,89.07,B.Com,Financial Modeling Certificate,,Finance,Malayalam,Marketing; JavaScript,6,"Visakhapatnam, Andhra Pradesh",Developed a forecasting model,Sales forecasting model,Case Study Competition,Journal article on Renewable Energy,Patent on Sensor Design,20197,9,R&D,Hybrid,khushi96@sethi.com,9490860798,2025-12-09
INDRAPRASTHA GAS LIMITED,"Chennai, Tamil Nadu",85,73.34,52.31,B.Sc.,Certified Data Analyst,None,Biotechnology,Telugu; Oriya,SQL; Python; Machine Learning; Java; Sales,0,"Thiruvananthapuram, Kerala",Won college hackathon,Customer segmentation analysis; Energy consumption optimization project,Business Plan Runner-up,No publications,No patents,33735,6,Marketing,Onsite,saira09@sarraf-bhatti.info,7521301361,2025-12-27
ADANI ENTERPRISES LIMITED,"New Delhi, Delhi",95,73.49,73.43,BBA,Oracle Certified,Coursera: Data Science,Marketing,Marathi; Hindi; Oriya,Data Analysis; Marketing; JavaScript; Power BI,0,"Lucknow, Uttar Pradesh",Developed a forecasting model,Automated invoice processing; Customer segmentation analysis,Case Study Competition,Conference Paper on ML,No patents,67,7,Data Analytics,Hybrid,rkota@dyal.net,6976728440,2025-11-19
BENNETT COLEMAN AND COMPANY LIMITED,"Lucknow, Uttar Pradesh",62,81.99,76.43,BBA,Financial Modeling Certificate,None,Data Science,Punjabi,C++; MS Excel,0,"Bengaluru, Karnataka",No notable achievements,Customer segmentation analysis,Coding Contest Top 10,Conference Paper on ML,Patent pending on Algorithm,8187,6,Marketing,Hybrid,chaudhrynitara@singh.com,2665973047,2025-11-23
J. P. MORGAN SERVICES INDIA PRIVATE LIMITED,"Noida, Uttar Pradesh",94,79.6,59.96,B.A.,Oracle Certified,,Electrical,Punjabi; Kannada; Oriya,Problem Solving; SQL,6,"Kolkata, West Bengal",Published a project report,Energy consumption optimization project; Customer segmentation analysis,Business Plan Runner-up,Whitepaper on Supply Chain,Patent pending on Algorithm,26744,7,Design,Onsite,ranapari@ahuja-buch.com,3732488385,2026-02-23
KARNATAKA POWER TRANSMISSION CORPORATION LIMITED,"Pune, Maharashtra",88,69.89,65.08,B.A.,Certified Data Analyst,AWS Fundamentals,Electronics,Oriya,Marketing; Machine Learning; Problem Solving; C++; Power BI,0,"Mumbai, Maharashtra",Published a project report,IoT based monitoring system; E-commerce recommendation engine,Case Study Competition,Journal article on Renewable Energy,Patent on Process Optimization,29382,11,R&D,Remote,divitbhalla@bhatia-hora.com,6485251534,2025-12-30
KIRAN GEMS PRIVATE LIMITED,"Visakhapatnam, Andhra Pradesh",75,78.5,67.66,B.Sc.,Lean Six Sigma Yellow Belt,IBM: Data Analyst,Biotechnology,Telugu; Tamil; Hindi,Java; Tableau; Problem Solving,6,"Jaipur, Rajasthan",Internship at local startup,Sales forecasting model,Math Olympiad State Level,Conference Paper on ML,Patent on Process Optimization,26613,3,Data Analytics,Onsite,agarwalvidur@ganesh.com,636100358,2025-12-19
BHARAT FORGE LTD,"Noida, Uttar Pradesh",83,85.77,54.71,Diploma,Oracle Certified,,Marketing,Gujarati,Sales; Marketing,6,"New Delhi, Delhi",No notable achievements,NLP sentiment analysis on reviews; Automated invoice processing,Business Plan Runner-up,No publications,Patent on Process Optimization,25528,7,Marketing,Onsite,lsaha@dewan.net,7637958808,2025-10-31
EIT SERVICES INDIA PRIVATE LIMITED,"Gurugram, Haryana",69,82.99,73.75,B.Tech,Certified Data Analyst,,Biotechnology,Bengali; Kannada; Punjabi,Communication; JavaScript; Problem Solving; SQL; Tableau,6,"Ahmedabad, Gujarat",No notable achievements,Energy consumption optimization project; IoT based monitoring system,None,Journal article on Renewable Energy,No patents,28083,1,Design,Hybrid,rati98@kapoor.com,4997155365,2025-10-26
MANGALORE REFINERY AND PETROCHEMICALS LIMITED,"Noida, Uttar Pradesh",70,97.41,50.51,B.Tech,Financial Modeling Certificate,None,Data Science,Malayalam,Data Analysis; SQL; HTML/CSS; Power BI; Tableau,12,"Bengaluru, Karnataka",Developed a forecasting model,Mobile app for local services,Math Olympiad State Level,No publications,Patent pending on Algorithm,23785,11,Marketing,Hybrid,abadal@wali-halder.com,9427436518,2026-02-02
